,message,created_time,label
109,"I was a credit controller/credit manager almost all of my working life. Yeah, this'll work 🤣",2022-12-01T17:46:05+0000,*
189,😡😡🤬,2022-11-19T20:14:48+0000,*
139,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:51:24+0000,*
20,"Having suffered post operative complications due to being on a waiting list for minor surgery for almost two years, this is an issue very close to my heart and must be resolved. This gets my vote 👍",2022-12-17T16:03:21+0000,*
306,Everyone gets a fiver on the leccy if England win it ⚽️⚽️🤑🤑,2022-11-20T19:26:38+0000,*
11,Never forget bless their souls R.I.P ❤️👼🙏🏻,2023-01-27T23:34:13+0000,*
3,The reality is that any MP who is being investigated for tax evasion should be suspended.  Although that may shatter the tory majority 🤔,2023-01-30T12:51:38+0000,*
51,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:15:44+0000,*
74,If you don't like him then keep voting for the Tory tosspots then.  Am sure the nurses will love you for that 🤔,2022-12-05T12:41:04+0000,*
333,"Like most people, I’m just relieved that your party continues to ensure that multi-millionaires and billionaires accrue colossal wealth mountains upon which to sit, while everyone else battles for the scraps from their tables. Good job 👏 👏 👏",2022-11-18T13:00:43+0000,*
104,Congratulations on your victory ✌️,2022-12-02T10:20:03+0000,*
218,Congratulations ENGLAND 🏴󠁧󠁢󠁥󠁮󠁧󠁿.  Excellent.. Proud of you.  😁😃❤👍👌👏,2022-12-04T21:39:10+0000,*
156,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,2023-01-03T12:45:30+0000,*
119,"🔶 Ambulance staff numbers fall  as NHS crisis worsens 🟡 There are fewer full-time ambulance staff compared to 2015, new figures we've uncovered through House of Commons Library research have revealed. 🟡 It is no wonder ambulance waiting times have reached dangerous levels when the Government has failed to recruit more paramedics. 🟡 This once again proves the blame for the NHS crisis lies squarely with the Conservative Government. 🟡 More lives will be lost if the Government does not act now. Ministers must launch an emergency recruitment campaign to staff our ambulances and save lives.",2023-01-09T20:36:30+0000,*
320,Most visited ‘war zone’ ever 🤣🤔🤯,2022-11-19T14:56:54+0000,*
92,"Will GB Energy take control of production and distribution, or just production or just distribution? At present, the price of energy is set by the global market, but some producers, particularly those in the renewables sector at the moment, are exploiting this to make huge profits… The distributors make very little margin on top of what they pay for energy, but everyone blames them for the price rises… so where will GB energy fit into the equation? 🤔",2022-12-02T21:23:52+0000,*
17,Do you have to be a Tory voter😀,2023-01-23T19:57:58+0000,*
61,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T09:45:01+0000,*
141,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:51:31+0000,*
92,"Staff are leaving the NHS because they can get better paid jobs elsewhere.   The ward assistants can get better pay in hospitality but more important doctors and nurses can get better pay in private practise.  It’s a vicious cycle,  ❌ It’s hard to get an appointment ❌ patients decide to go private ❌ more staff are needed in private hospitals. So wages go up. ❌ so more staff are attracted to private practise. ❌ and thus the Tories dismantle the NHS one job at a time.  There are 130,000 NHS vacancies.",2023-01-15T10:30:01+0000,*
31,Cerys Sutherland not surprised to see pursglove on here! 👊.,2023-01-30T13:24:46+0000,*
163,😂,2022-11-26T16:12:31+0000,*
24,"You have got to be joking under the Conservatives everything is costing more, peoples mortgages, energy, food etc etc. blame Liz Truss for some of that.  Get real and stop treating us like idiots 😡",2023-01-20T16:44:17+0000,*
67,"Wow, the Tory trolls 🧌 are have a day trip.  more investigations https://imgflip.com/i/78gbjr",2023-01-23T13:37:03+0000,*
181,Let's help shape the Britain of today🤔,2022-12-12T16:44:49+0000,*
126,"Simon if they only knew what a rubbish 💩 reception they’d get! Just got back from Cyprus, they have many refugees arriving, all made welcome, and integrating well with the locals!",2023-01-07T23:42:32+0000,*
171,"Good luck to England ,good luck to Wales,except of course when the play England 🏴󠁧󠁢󠁥󠁮󠁧󠁿, then I hope they get stuffed 😁",2022-11-21T13:26:55+0000,*,1
164,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:52:18+0000,*,0
